dataset,query_set,mu,algorithm,params,rel_err,samples,query_time,build_time
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 4096, 50]",0.40056996697940084,5592.9001,0.20024318695068366,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 32, 1]",0.32385810707488966,3925.7652,0.19514133930206295,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 32, 5]",0.3114369109333187,16538.9212,0.6276414155960082,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 32, 10]",0.3068958836773717,31456.7006,1.2294140577316282,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 32, 50]",0.30319457444019715,88672.0725,3.809391283988952,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 64, 1]",0.3367833975821176,2335.0647,0.1477180957794189,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 64, 5]",0.3111851071948466,8788.8404,0.39369773864746094,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 64, 10]",0.30571263985140806,16563.4236,0.7059768676757814,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 64, 50]",0.3064494676187236,72570.9684,3.517326188087464,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 128, 1]",0.3276303977784829,1638.2496,0.1173186779022217,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 128, 5]",0.31103397278238787,4992.1992,0.2515816450119019,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 128, 10]",0.3133420998252102,8960.7722,0.40885906219482415,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 128, 50]",0.3142896247683554,37577.447,1.7644940137863157,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 256, 1]",0.31767499442970365,1347.9259,0.10239486694335939,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 256, 5]",0.3069454422396406,3120.202,0.1789255619049072,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 256, 10]",0.3098044808925332,5228.938,0.27070508003234867,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 256, 50]",0.3173130515222655,20743.7998,0.9496978044509886,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 512, 1]",0.32050686137547746,1377.1952,0.09563436508178709,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 512, 5]",0.3078313679223201,2261.8227,0.13269388675689697,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 512, 10]",0.3099831489526973,3329.9346,0.17956776618957523,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 512, 50]",0.318755977249237,11333.9714,0.5291582107543944,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 1024, 1]",0.3196248181830312,1771.5238,0.09767699241638184,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 1024, 5]",0.3075139676111681,2189.0886,0.11736936569213866,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 1024, 10]",0.3097855221886668,2700.5529,0.14293532371520995,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 1024, 50]",0.31148738345547816,6637.0997,0.3383427143096923,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 2048, 1]",0.3185902272743885,2743.6705,0.10877254009246824,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 2048, 5]",0.3122709915752952,2939.3182,0.11814887523651121,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 2048, 10]",0.3070157504657313,3185.1985,0.1357174873352051,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 2048, 50]",0.3080756413456683,5089.1129,0.2491382360458374,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 4096, 1]",0.3281025783877073,4765.7936,0.13656868934631344,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 4096, 5]",0.31037223406747105,4860.6879,0.1400478839874268,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 4096, 10]",0.3058256396753959,4978.3115,0.15291337966918944,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 640, 4096, 50]",0.31036920650910566,5912.9353,0.23297810554504395,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 32, 1]",0.2400541767038182,4565.8434,0.2501623392105103,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 32, 5]",0.22722230276876243,17179.0006,0.6827963590621948,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 32, 10]",0.23259006583916256,32096.7701,1.2782504558563232,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 32, 50]",0.22513669494651758,89312.143,3.8176002502441406,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 64, 1]",0.23788892203211676,2975.1297,0.20394911766052243,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 64, 5]",0.2246201653823048,9428.9146,0.4610923290252685,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 64, 10]",0.2258353316115882,17203.4946,0.7773701429367067,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 64, 50]",0.2266138496437442,73211.0475,3.631632924079895,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 128, 1]",0.24291527410100994,2278.337,0.17272229194641117,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 128, 5]",0.2280552856678469,5632.2671,0.31051640510559075,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 128, 10]",0.22654339474189755,9600.8484,0.47653098106384284,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 128, 50]",0.22661302958352272,38217.5205,1.8314476966857913,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 256, 1]",0.2348715514920411,1987.9966,0.15882775783538822,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 256, 5]",0.22728920604578975,3760.2786,0.23706626892089844,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 256, 10]",0.22550980065663848,5869.0038,0.33195595741271966,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 256, 50]",0.22421088632978745,21383.8787,1.0247804403305056,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 512, 1]",0.24354906413491803,2017.2689,0.14804847240448,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 512, 5]",0.22560340837905887,2901.8947,0.18923864364624027,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 512, 10]",0.22553059483918636,3970.0045,0.2403641939163208,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 512, 50]",0.22635751443254162,11974.0434,0.5978060483932495,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 1024, 1]",0.23474749077595647,2411.5985,0.1672990322113037,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 1024, 5]",0.22322138236809289,2829.1519,0.19387540817260746,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 1024, 10]",0.23047900010432404,3340.634,0.2180495500564575,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 1024, 50]",0.22863316570363437,7277.1729,0.41187584400177,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 2048, 1]",0.23797452711269598,3383.7353,0.15969545841217042,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 2048, 5]",0.22828320425492515,3579.3993,0.17178869247436523,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 2048, 10]",0.22383929068943362,3825.2638,0.19193377494812008,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 2048, 50]",0.23025670982552318,5729.1877,0.3111504316329956,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 4096, 1]",0.23997367052975951,5405.8667,0.18905339241027835,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 4096, 5]",0.22561850872281886,5500.7609,0.19166097640991214,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 4096, 10]",0.22620883544443576,5618.381,0.2058705806732178,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 1280, 4096, 50]",0.23116273175608834,6553.0065,0.2910142183303833,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 32, 1]",0.1761854299167464,5845.987,0.3405401468276977,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 32, 5]",0.16366409440592844,18459.1437,0.7254651308059691,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 32, 10]",0.16137956314446755,33376.92,1.2577223777770996,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 32, 50]",0.15937406982726382,90592.2897,3.3402075529098516,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 64, 1]",0.1749321183994457,4255.2803,0.3112557411193847,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 64, 5]",0.16054994896759445,10709.0553,0.5784903049468995,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 64, 10]",0.15866735537475068,18483.6473,0.9071426630020143,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 64, 50]",0.15975625278802882,74491.191,3.7793467044830322,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 128, 1]",0.17252033002220207,3558.4733,0.27999284267425534,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 128, 5]",0.16022878998291007,6912.4119,0.4230855703353882,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 128, 10]",0.15921590774802552,10880.9927,0.5921096086502076,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 128, 50]",0.1645640561068074,39497.6537,1.9708063840866086,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 256, 1]",0.17415062171481455,3268.1372,0.26095032691955566,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 256, 5]",0.16280964794444258,5040.4211,0.34577219486236566,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 256, 10]",0.16118660341780594,7149.1518,0.44418497085571296,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 256, 50]",0.15935746869668646,22664.0195,1.1486212968826295,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 512, 1]",0.17439978747166557,3297.4221,0.2508367776870727,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 512, 5]",0.16237925871153772,4182.0458,0.30090320110321045,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 512, 10]",0.16122688134634255,5250.153,0.34942157268524177,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 512, 50]",0.16059365654364752,13254.1854,0.7184679508209229,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 1024, 1]",0.16858562251037396,3691.7425,0.25141551494598385,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 1024, 5]",0.16056474136171142,4109.3074,0.2780688285827636,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 1024, 10]",0.1600777909947132,4620.7611,0.31170058250427246,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 1024, 50]",0.16086005435261605,8557.3227,0.5152045726776124,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 2048, 1]",0.17446305886949837,4663.8867,0.2605239629745483,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 2048, 5]",0.1626545031322468,4859.539,0.2770236253738404,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 2048, 10]",0.16093414759697208,5105.4113,0.29603555202484133,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 2048, 50]",0.16315386488367997,7009.3286,0.42592875957489007,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 4096, 1]",0.1723432734458146,6686.0037,0.29094686508178713,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 4096, 5]",0.16416773765782225,6780.894,0.29559741020202634,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 4096, 10]",0.16364614436098743,6898.5365,0.3092772960662842,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 2560, 4096, 50]",0.1607124925604242,7833.1487,0.4082185268402101,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 32, 1]",0.8331794004373493,3285.6977,0.1316505908966064,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 32, 5]",0.8152810329500948,15898.8492,0.5332380056381226,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 32, 10]",0.8150009436270264,30816.6267,1.0816916227340698,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 32, 50]",0.8149481644797405,88032.0,3.533978176116944,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 64, 1]",0.83365160330849,1694.9877,0.08989713191986086,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 64, 5]",0.8154426626498884,8148.7687,0.34148528575897225,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 64, 10]",0.8149967749170418,15923.3548,0.671474599838257,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 64, 50]",0.8149481644797405,71930.8987,3.566409254074096,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 128, 1]",0.8342458225655144,998.1797,0.06077420711517334,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 128, 5]",0.815793887068838,4352.1225,0.18840200901031498,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 128, 10]",0.8150979535701004,8320.7003,0.3358296632766723,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 128, 50]",0.8149481644797405,36937.3737,1.6240828514099124,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 256, 1]",0.8329979008191656,707.8494,0.051002836227416984,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 256, 5]",0.8160118692742818,2480.134,0.13650269508361815,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 256, 10]",0.8151536640486378,4588.8621,0.2345149993896484,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 256, 50]",0.8149484215452047,20103.7271,0.9605928182601927,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 512, 1]",0.8302384156184347,737.1222,0.04168407917022706,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 512, 5]",0.8159709682792111,1621.7507,0.0777977466583252,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 512, 10]",0.8152107083399743,2689.8592,0.12483859062194824,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 512, 50]",0.8149514561142135,10693.8974,0.4728281497955322,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 1024, 1]",0.8283372992161468,1131.4497,0.04411118030548097,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 1024, 5]",0.8162434878799959,1549.015,0.060495615005493164,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 1024, 10]",0.8153514193727472,2060.4816,0.08503198623657227,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 1024, 50]",0.8149541369612275,5997.0269,0.2734994173049926,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 2048, 1]",0.8318625653171561,2103.5974,0.055287885665893564,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 2048, 5]",0.81605318543336,2299.247,0.0633674383163452,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 2048, 10]",0.8153916472517487,2545.1212,0.07787530422210695,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 2048, 50]",0.8149573862898604,4449.0423,0.19281110763549808,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 4096, 1]",0.8424264154218097,4125.7229,0.08486440181732176,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 4096, 5]",0.8160285088203277,4220.6132,0.08533427715301516,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 4096, 10]",0.815315161049827,4338.2385,0.09653313159942625,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 0, 4096, 50]",0.8149608729179907,5272.863,0.17430198192596436,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 32, 1]",1.0037459232821304,3295.6994,0.14853901863098146,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 32, 5]",0.9956445397891912,15908.8522,0.6055240869522096,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 32, 10]",0.987996220052988,30826.629,1.2383968353271482,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 32, 50]",0.9830951015136912,88042.0017,4.055212593078614,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 64, 1]",1.0411462251317491,1704.99,0.08814284801483156,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 64, 5]",1.0307015216278597,8158.7703,0.3098901748657227,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 64, 10]",0.9975986861134328,15933.3581,0.5856959342956543,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 64, 50]",1.052704090380784,71940.9008,2.8507512569427496,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 128, 1]",1.0585378612257492,1008.1822,0.06339805126190187,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 128, 5]",0.9785159304082878,4362.1241,0.1946081876754761,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 128, 10]",1.0196687869028453,8330.702,0.3529751777648925,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 128, 50]",0.9881107154101264,36947.3763,1.7180372714996335,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 256, 1]",1.008463375666883,717.8518,0.04823307991027833,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 256, 5]",0.9799203596221214,2490.1365,0.11318593025207521,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 256, 10]",0.9764966882367003,4598.8646,0.19499874114990234,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 256, 50]",0.9685224768131011,20113.7295,0.8230294704437254,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 512, 1]",1.0047375859863512,747.1239,0.043227553367614746,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 512, 5]",0.9842425940402274,1631.7527,0.07703282833099365,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 512, 10]",1.009720350396411,2699.8616,0.12203030586242677,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 512, 50]",0.983627381304439,10703.9009,0.4621913433074951,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 1024, 1]",1.0465444831129525,1141.4516,0.04533560276031493,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 1024, 5]",1.0028021309985917,1559.0175,0.06104395389556884,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 1024, 10]",0.9576754281364749,2070.4844,0.08464417457580568,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 1024, 50]",1.0297914730628637,6007.0291,0.2628681898117065,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 2048, 1]",1.0470420306188346,2113.5996,0.05654735565185546,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 2048, 5]",1.013485529975861,2309.2494,0.06433887481689451,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 2048, 10]",0.9972605768942936,2555.123,0.07874276638031005,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 2048, 50]",0.9959400351080862,4459.0447,0.18884048461914066,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 4096, 1]",1.0153350254773472,4135.7248,0.08606135845184326,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 4096, 5]",1.0224071801411503,4230.6145,0.08639924526214601,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 4096, 10]",0.9734901101661957,4348.2407,0.09706401824951172,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 10, 4096, 50]",0.9926189270685074,5282.8655,0.1737075328826904,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[20, 20, 32, 1]",0.8919853912031507,3305.7024,0.14857022762298583,3.2370965480804443
